,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,type_wine,Variety
7476,United States,California,Apothic,3.8,722,8,2018,red,blend
7477,Spain,Cariñena,Marques de Villanueva,3.3,722,5,2012,red,blend
7478,Spain,Rioja,Viña Real,3.8,722,12,2014,red,blend
7479,South Africa,Stellenbosch,Simonsig,3.7,723,6,2018,red,Cabernet Sauvignon
7480,Italy,Toscana,Bibi Graetz,4.3,725,123,2015,red,blend
7481,Argentina,Tunuyán,Salentein,4.3,726,42,2016,red,Malbec
7482,Chile,Colchagua Valley,MontGras,3.8,726,12,2017,red,Syrah
7483,Italy,Rosso di Montepulciano,Avignonesi,3.5,728,14,2014,red,Montepulciano
7484,Chile,Maipo Valley,Cono Sur,4.0,728,23,2016,red,Cabernet Sauvignon
7485,France,Saint-Julien,Château Lagrange,3.9,729,69,2015,red,blend
7486,France,Bergerac,Château Laulerie,3.8,73,7,2018,red,blend
7487,France,Fleurie,Domaine de Gry Sablon - Dominique Morel,3.6,73,14,2017,red,blend
7488,Italy,Salento,Vigneti Reale,3.6,73,7,2017,red,Malvasia
7489,South Africa,Stellenbosch,Dalla Cia,3.9,73,16,2016,red,Cabernet Sauvignon
7490,France,Bordeaux,Château Bel-Air Perponcher,3.7,73,11,2017,red,blend
7491,France,Volnay 1er Cru 'Santenots',Vincent Girardin,4.2,73,60,2015,red,blend
7492,Germany,Franken,Weingut Stadt Klingenberg,4.0,73,18,2016,red,blend
7493,Spain,Rioja,Baigorri,4.1,73,23,2015,red,blend
7494,Italy,Etna,Tenuta delle Terre Nere,4.4,73,67,2017,red,blend
7495,France,Margaux,Château Palmer,4.7,73,438,2016,red,blend
7496,United States,St. Helena,Paul Hobbs,4.6,73,359,2014,red,Cabernet Sauvignon
7497,South Africa,Coastal Region,Miles Mossop Wines,4.1,73,26,2016,red,blend
7498,Spain,Terra Alta,Edetària,4.2,73,42,2013,red,blend
7499,France,Saint-Joseph,E. Guigal,4.2,73,70,2016,red,blend
7500,Portugal,Alentejano,Quinta da Plansel,3.9,73,10,2014,red,blend
7501,Italy,Südtirol - Alto Adige,St. Michael-Eppan,4.1,73,15,2016,red,blend
7502,Italy,Barbera d'Alba,Parusso,4.0,73,12,2018,red,Barbera
7503,Italy,Brunello di Montalcino,Caparzo,4.1,73,27,2015,red,Brunello
7504,France,Saint-Émilion Grand Cru,Château La Serre,3.9,73,58,2016,red,blend
7505,Italy,Südtirol - Alto Adige,Nals Margreid,4.0,73,22,2016,red,Pinot Noir
7506,Spain,Madrid,Las Moradas de San Martín,3.5,73,14,2015,red,blend
7507,South Africa,Coastal Region,Steenberg,3.9,73,17,2016,red,Cabernet Sauvignon
7508,Italy,Salento,Schola Sarmenti,4.0,73,10,2018,red,Primitivo
7509,Italy,Toscana,Petra,4.1,73,40,2016,red,blend
7510,Italy,Südtirol - Alto Adige,Colterenzio (Schreckbichl),3.8,73,28,2015,red,blend
7511,Italy,Maremma Toscana,Fattoria le Pupille,4.4,73,78,2017,red,blend
7512,Spain,Valencia,Clos de Lôm,4.0,73,15,2018,red,Tempranillo
7513,Italy,Chianti Rùfina,Villa di Vetrice,3.7,73,19,2015,red,blend
7514,France,Costières-de-Nîmes,Château de Nages,3.8,73,37,2016,red,blend
7515,Italy,Bolgheri,Banfi,3.8,73,20,2017,red,blend
7516,France,Côtes de Provence,Château La Tour de l'Évêque,3.8,73,17,2014,red,blend
7517,France,Pomerol,Château Gombaude-Guillot,4.1,73,55,2011,red,blend
7518,France,Pomerol,Château Lafleur-Gazin,4.3,73,45,2016,red,blend
7519,France,Saint-Émilion Grand Cru,Château Dassault,3.9,73,149,1998,red,blend
7520,France,Vosne-Romanée,Domaine des Perdrix,4.2,73,76,2016,red,blend
7521,Australia,Margaret River,Cape Mentelle,3.8,73,28,2017,red,Shiraz
7522,France,Côtes-du-Rhône,Domaine de la Janasse,3.7,730,12,2018,red,blend
7523,France,Cahors,Château du Cèdre,3.9,730,16,2014,red,blend
7524,United States,Napa County,Avalon,3.8,731,13,2016,red,Cabernet Sauvignon
7525,France,Moulis-en-Médoc,Château Poujeaux,3.8,731,39,2014,red,blend
7526,Spain,Rioja,Cune (CVNE),3.6,7318,8,2015,red,blend
7527,Italy,Terre Siciliane,Cusumano,3.9,732,8,2018,red,Syrah
7528,France,Saint-Émilion Grand Cru,Château Teyssier,3.7,733,23,2011,red,blend
7529,United States,Napa Valley,Dominus,4.2,733,96,2015,red,blend
7530,Italy,Terre Siciliane,Luna Argenta,4.2,733,10,2018,red,blend
7531,France,Margaux,Château La Tour de Mons,3.8,734,25,2012,red,blend
7532,France,Saint-Julien,Château Talbot,3.9,735,58,2013,red,blend
7533,Italy,Bolgheri,Tenuta Argentiera,4.2,735,21,2017,red,blend
7534,South Africa,Western Cape,Spier,3.7,735,6,2018,red,Shiraz
7535,Australia,McLaren Vale,d'Arenberg,4.0,736,39,2016,red,Shiraz
7536,Chile,Casablanca Valley,Veramonte,3.5,736,9,2015,red,Merlot
7537,Portugal,Douro,Niepoort,3.8,737,18,2016,red,blend
7538,France,Saint-Émilion Grand Cru,Château Canon,4.2,738,100,2008,red,blend
7539,Italy,Valpolicella Ripasso,Zeni,4.0,738,13,2017,red,blend
7540,France,Saint-Julien,Château Ducru-Beaucaillou,4.5,739,250,2005,red,blend
7541,France,Saint-Estèphe,Château Montrose,4.1,739,109,2011,red,blend
7542,South Africa,Elgin,Iona,4.2,74,20,2015,red,blend
7543,Chile,Central Valley,Santa Helena,3.4,74,9,2014,red,Pinot Noir
7544,France,Châteauneuf-du-Pape,Tardieu-Laurent,4.1,74,38,2016,red,blend
7545,South Africa,Western Cape,Cathedral,4.0,74,10,2016,red,Shiraz
7546,Germany,Rheingau,Kloster Eberbach,3.2,74,13,2018,red,blend
7547,Spain,Rioja,Luis Cañas,4.2,74,17,2015,red,blend
7548,South Africa,Durbanville,Nitída,3.9,74,14,2017,red,Cabernet Sauvignon
7549,Italy,Brunello di Montalcino,Valdicava,4.4,74,159,2012,red,Brunello
7550,Spain,Castilla,Munoz,3.7,74,28,2014,red,blend
7551,United States,Columbia Valley,Columbia Crest,4.0,74,35,2015,red,blend
7552,South Africa,Stellenbosch,Rainbow's End,3.8,74,15,2016,red,Shiraz
7553,South Africa,Western Cape,Golden Kaan,3.3,74,6,2019,red,Cabernet Sauvignon
7554,Chile,Maipo Valley,Odfjell,3.6,74,10,2018,red,Cabernet Sauvignon
7555,Germany,Baden,Heger,3.5,74,18,2013,red,blend
7556,France,Aude,Yvon Mau,3.5,74,6,2018,red,Merlot
7557,Italy,Brunello di Montalcino,Caparzo,4.3,74,58,2012,red,Brunello
7558,Italy,Barbaresco,Cascina Luisin,4.1,74,36,2012,red,blend
7559,Italy,Rosso Veronese,Gorgo,3.8,74,10,2015,red,blend
7560,Spain,La Mancha,Finca Antigua,3.5,74,13,2011,red,blend
7561,Italy,Bolgheri Superiore,Tenuta Campo al Mare,3.8,74,29,2012,red,blend
7562,France,Médoc,Château Tour Seran,3.8,74,29,2005,red,blend
7563,Germany,Baden,Weingut Bercher,4.0,74,39,2011,red,blend
7564,Italy,Toscana,Orma,4.2,74,68,2017,red,blend
7565,Spain,La Mancha,Pago de la Jaraba,3.8,74,7,2016,red,blend
7566,Italy,Toscana,Tenuta Carlina La Togata,3.9,74,42,2013,red,Brunello
7567,South Africa,Robertson,Excelsior,4.0,74,13,2013,red,Cabernet Sauvignon
7568,South Africa,Stellenbosch,Morgenster Estate,4.1,74,36,2014,red,blend
7569,United States,Napa Valley,Francis Ford Coppola,4.0,74,20,2017,red,Shiraz
7570,Italy,Vino Nobile di Montepulciano,Poggio Alla Sala,4.1,74,29,2013,red,Parc
7571,France,Côtes-du-Rhône,Pierre Amadieu,3.7,74,8,2018,red,blend
7572,Italy,Langhe,Gaja,4.5,74,480,2014,red,blend
7573,France,Cahors,Lionel Osmin & Cie,3.9,74,9,2016,red,Malbec
7574,Italy,Campania,Feudi di San Gregorio,4.1,74,97,2015,red,blend
7575,Italy,Rosso di Montalcino,Podere Brizio,3.7,74,16,2017,red,blend
7576,France,Côtes du Roussillon,Domaine Boudau,3.8,74,10,2018,red,blend
7577,France,Saumur-Champigny,Domaine des Roches Neuves,3.9,740,16,2018,red,blend
7578,Italy,Brunello di Montalcino,Tenuta Il Poggione,4.3,740,63,2012,red,Brunello
7579,Italy,Dolcetto d'Alba,G.D. Vajra,3.8,740,13,2017,red,Dolcetto
7580,South Africa,Stellenbosch,Warwick,3.6,740,8,2017,red,Cabernet Sauvignon
7581,France,Pauillac,Château Haut-Batailley,4.0,741,46,2011,red,blend
7582,Spain,La Mancha,Finca La Estacada,3.6,741,7,2017,red,Tempranillo
7583,France,Bordeaux,Barons de Rothschild (Lafite),3.5,741,22,2015,red,blend
7584,Italy,Puglia,Masca del Tacco,4.1,742,10,2018,red,blend
7585,Australia,Barossa,Henschke,3.8,742,35,2015,red,blend
7586,Argentina,Mendoza,Kaiken,4.4,743,60,2014,red,Malbec
7587,Argentina,Mendoza,Viña Cobos,4.4,743,75,2014,red,Malbec
7588,Italy,Monferrato,Prunotto,3.7,744,13,2014,red,blend
7589,France,Moulis-en-Médoc,Château Chasse-Spleen,3.9,745,37,2015,red,blend
7590,Italy,Valpolicella,Zonin,3.4,746,7,2018,red,blend
7591,France,Margaux,Château Rauzan-Ségla,4.2,746,85,2007,red,blend
7592,France,Pauillac,Château Plantey,4.0,746,26,2012,red,blend
7593,France,Pauillac,Château Mouton Rothschild,4.5,746,458,2012,red,blend
7594,Chile,Colchagua Valley,Montes,3.9,747,7,2018,red,Merlot
7595,Italy,Chianti Classico,Castello di Gabbiano,3.8,747,18,2014,red,blend
7596,France,Pauillac,Château Duhart-Milon,4.1,748,138,2011,red,blend
7597,France,Bourgogne,Olivier Leflaive,3.7,748,23,2015,red,blend
7598,Italy,Terre Siciliane,Barone Montalto,3.7,748,5,2018,red,Syrah
7599,France,Ventoux,Demazet,3.4,75,5,2015,red,blend
7600,Spain,Campo de Borja,Cuevas de Arom,4.1,75,42,2015,red,blend
7601,France,Châteauneuf-du-Pape,André Brunel,4.4,75,69,2000,red,blend
7602,France,Saint-Émilion Grand Cru,Château Matras,4.2,75,70,2005,red,blend
7603,United States,St. Helena,Paul Hobbs,4.7,75,367,2015,red,Cabernet Sauvignon
7604,Australia,McLaren Vale,Geoff Merrill,4.1,75,13,2012,red,Shiraz
7605,Austria,Mittelburgenland,Weninger,3.7,75,12,2017,red,Blaufränkisch
7606,Australia,Barossa Valley,Yalumba,4.0,75,96,2014,red,Shiraz
7607,France,Morgon,Terres Dorées,3.7,75,16,2018,red,blend
7608,Germany,Ahr,Weingut Nelles 1479,3.4,75,16,2016,red,Pinot Noir
7609,France,Saint-Émilion Grand Cru,Château Lafon La Tuilerie,3.7,75,38,2014,red,blend
7610,Austria,Carnuntum,Markowitsch,3.5,75,11,2018,red,blend
7611,France,Pézenas,Mas des Mas,3.8,75,16,2016,red,blend
7612,France,Crozes-Hermitage,Y/M - Yannick Alléno & Michel Chapoutier,3.6,75,25,2014,red,blend
7613,Spain,Rioja,Luis Cañas,3.9,75,115,2010,red,blend
7614,Italy,Terre di Chieti,Le Chiantigiane,3.5,75,7,2017,red,blend
7615,Italy,Südtirol - Alto Adige,Ferruccio Carlotto,3.8,75,17,2013,red,Lagrein
7616,France,Gigondas,Brusset,4.1,75,28,2014,red,blend
7617,Germany,Baden,Claus Schneider,3.8,75,22,2014,red,blend
7618,Argentina,Uco Valley,Antonio Mas,3.6,75,13,2016,red,Malbec
7619,Portugal,Alentejano,Conde Villar,3.6,75,6,2018,red,blend
7620,France,Lalande-de-Pomerol,Denis Durantou,4.1,75,40,2010,red,blend
7621,Australia,Barossa Valley,Schild Estate,4.2,75,25,2014,red,Shiraz
7622,United States,Columbia Valley,Substance,4.0,75,74,2013,red,Merlot
7623,Italy,Südtirol - Alto Adige,Terlan (Terlano),4.1,75,23,2017,red,Pinot Noir
7624,Spain,Rioja,Tierras y Viñas,3.5,75,9,2012,red,blend
7625,Spain,Castilla y León,Ermita del Conde,4.0,75,15,2012,red,Tempranillo
7626,Spain,Priorat,Cims de Porrera,4.3,75,57,2011,red,blend
7627,France,Lalande-de-Pomerol,Château de Viaud,4.0,75,25,2012,red,blend
7628,Italy,Sicilia,Masseria del Feudo,3.6,75,9,2017,red,Nero d'Avola
7629,Italy,Verona,Torre d'Orti,3.8,75,9,2018,red,blend
7630,Spain,Priorat,Casa Gran del Siurana,3.8,75,14,2019,red,blend
7631,Portugal,Douro,Porta 6,3.9,750,11,2017,red,blend
7632,Italy,Rosso Veronese,Zenato,3.8,750,9,2016,red,blend
7633,Chile,Colchagua Valley,Montes Alpha,3.9,750,13,2017,red,Syrah
7634,Italy,Toscana,Avignonesi,3.8,751,13,2014,red,blend
7635,Italy,Isola dei Nuraghi,Punica,4.1,751,29,2015,red,blend
7636,Spain,Catalunya,Torres,4.2,751,6,2019,red,blend
7637,Italy,Chianti,Ricasoli,3.5,751,7,2018,red,blend
7638,Italy,Taurasi,Feudi di San Gregorio,3.9,752,22,2014,red,blend
7639,United States,Columbia Valley,Charles Smith,3.5,752,18,2017,red,Syrah
7640,Chile,Aconcagua,Outer Limits,4.1,753,20,2016,red,blend
7641,Chile,Central Valley,Miguel Torres,3.7,754,8,2018,red,Cabernet Sauvignon
7642,Italy,Carmignano,Capezzana,3.8,754,24,2013,red,blend
7643,South Africa,Stellenbosch,Kaapzicht,4.2,755,44,2015,red,Pinotage
7644,Spain,Rioja,Gran Familia,3.5,755,7,2017,red,blend
7645,Australia,South Australia,Penfolds,4.2,756,69,2017,red,Shiraz
7646,Italy,Primitivo di Manduria,Tommasi,3.8,757,9,2018,red,Primitivo
7647,Chile,Central Valley,Carmen,3.8,757,7,2017,red,blend
7648,Italy,Brunello di Montalcino,Castello Romitorio,4.2,758,36,2012,red,Brunello
7649,South Africa,Stellenbosch,Muratie,3.9,76,14,2016,red,Merlot
7650,France,Côtes du Roussillon Villages,Château de Jau,3.9,76,11,2018,red,blend
7651,Italy,Brunello di Montalcino,San Felice,4.5,76,67,2011,red,Brunello
7652,Germany,Rheingau,Künstler,3.9,76,16,2013,red,blend
7653,Chile,Colchagua Valley,Los Vascos,3.9,76,47,2016,red,blend
7654,France,Saumur-Champigny,Domaine des Roches Neuves,3.9,76,16,2017,red,blend
7655,France,Pomerol,Château Latour à Pomerol,4.1,76,110,2015,red,blend
7656,France,Côtes-du-Rhône,Clos du Caillou,3.9,76,21,2017,red,blend
7657,Austria,Neusiedlersee-Hügelland,Heinrich,3.5,76,20,2016,red,Blaufränkisch
7658,Austria,Burgenland,Moric,4.0,76,30,2015,red,Blaufränkisch
7659,Spain,Rioja,Telmo Rodriguez,3.8,76,11,2017,red,blend
7660,Spain,Penedès,Torres,4.3,76,126,2000,red,blend
7661,France,Pomerol,Château Gombaude-Guillot,4.1,76,37,2015,red,blend
7662,Italy,Barbera d'Alba,G.D. Vajra,4.0,76,17,2018,red,Barbera
7663,France,Pomerol,Château Latour à Pomerol,4.2,76,90,2016,red,blend
7664,France,Côtes de Gascogne,Plaimont,3.3,76,9,2017,red,blend
7665,Germany,Ahr,Winzergenossenschaft Mayschoss-Altenahr,3.8,76,10,2017,red,blend
7666,France,Bordeaux Supérieur,Château Grand Pascaud,3.4,76,7,2016,red,blend
7667,France,Pomerol,Château Montviel,4.2,76,44,2015,red,blend
7668,France,Gigondas,Château de Saint Cosme,4.3,76,75,2012,red,blend
7669,Italy,Südtirol - Alto Adige,Terlan (Terlano),4.1,76,20,2017,red,Merlot
7670,Spain,Rioja,Sierra Cantabria,3.8,76,26,2009,red,blend
7671,Italy,Langhe,Gaja,4.6,76,520,2011,red,blend
7672,Italy,Montepulciano d'Abruzzo,Cantina Colle Moro,3.5,76,5,2015,red,Montepulciano
7673,Italy,Barolo,Mascarello Giuseppe e Figlio,4.3,76,77,2011,red,blend
7674,Italy,Chianti Classico,Ricasoli,4.2,76,42,2016,red,blend
7675,Italy,Barolo,Aldo Conterno,4.0,76,66,2015,red,blend
7676,France,Saint-Julien,Château Saint-Pierre,4.2,76,270,1995,red,blend
7677,Italy,Nizza,Bersano,4.0,76,35,2014,red,blend
7678,Italy,Puglia,Varvaglione,3.5,76,6,2018,red,Primitivo
7679,France,Saint-Émilion Grand Cru,Château Jean Faure,3.9,76,58,2016,red,blend
7680,Italy,Dolcetto d'Alba,Elio Grasso,3.3,76,17,2018,red,Dolcetto
7681,Austria,Burgenland,Pittnauer,3.9,76,59,2014,red,blend
7682,Italy,Barbaresco,Elio Filippino,3.6,76,24,2013,red,blend
7683,France,Bandol,Château Pradeaux,4.0,76,40,2001,red,blend
7684,Italy,Barolo,Gianfranco Alessandria,4.0,76,44,2014,red,blend
7685,South Africa,Stellenbosch,Beyerskloof,3.8,760,12,2017,red,blend
7686,Argentina,Tupungato,Andeluna,3.8,760,13,2014,red,Cabernet Sauvignon
7687,United States,Alexander Valley,Ridge Vineyards,4.1,760,46,2017,red,blend
7688,United States,Napa Valley,First Press,4.0,761,20,2015,red,Cabernet Sauvignon
7689,Chile,Aconcagua Valley,Errazuriz,3.4,761,8,2015,red,Cabernet Sauvignon
7690,Spain,Valdepeñas,Pata Negra,3.5,762,6,2012,red,blend
7691,France,Pauillac,Château Lafite Rothschild,4.6,763,800,2004,red,blend
7692,Italy,Chianti Classico,Castello di Monsanto,4.0,763,22,2016,red,blend
7693,Italy,Primitivo di Manduria,San Marzano,4.3,763,17,2016,red,Primitivo
7694,France,Pauillac,Château Pichon Longueville Comtesse de Lalande,4.1,763,57,2015,red,blend
7695,United States,Napa Valley,Gallo Signature Series,4.1,763,46,2014,red,Cabernet Sauvignon
7696,France,Côtes-du-Rhône,Paul Jaboulet Aîné,3.6,764,11,2016,red,blend
7697,Italy,Barolo,Giacomo Fenocchio,4.2,764,68,2012,red,blend
7698,Spain,Castilla,Osborne,3.6,765,6,2018,red,Cabernet Sauvignon
7699,United States,Lodi,Michael David Winery,3.9,766,15,2017,red,Zinfandel
7700,United States,Sonoma County,Buena Vista,3.9,766,24,2014,red,Zinfandel
7701,Italy,Veneto,Tenuta Sant'Antonio,3.9,766,8,2017,red,Corvina
7702,Italy,Rubicone,Poderi dal Nespoli,3.6,767,6,2017,red,Sangiovese
7703,Italy,Valpolicella Ripasso,Santi,3.6,768,17,2013,red,blend
7704,France,Pomerol,Château Chantalouette,3.9,769,36,2012,red,blend
7705,Italy,Rosso di Montalcino,Il Valentiano,3.7,77,32,2011,red,blend
7706,United States,Columbia Valley,Betz Family Winery,4.1,77,66,2015,red,blend
7707,Italy,Umbria,Falesco,3.6,77,9,2017,red,blend
7708,France,Bordeaux Supérieur,Château de la Cour d'Argent,3.5,77,13,2005,red,blend
7709,Austria,Mittelburgenland,Paul Kerschbaum,4.2,77,29,2017,red,blend
7710,Italy,Toscana,Castello Nipozzano,4.1,77,53,2016,red,blend
7711,South Africa,Robertson,Bon Courage,3.8,77,8,2015,red,Cabernet Sauvignon
7712,France,Cabardès,Domaine Maurel,3.6,77,9,2016,red,blend
7713,Austria,Burgenland,Nittnaus,3.8,77,17,2017,red,Zweigelt
7714,France,Châteauneuf-du-Pape,Tardieu-Laurent,4.1,77,47,2015,red,blend
7715,South Africa,Stellenbosch,De Trafford,3.9,77,26,2016,red,Syrah
7716,Italy,Montecucco,ColleMassari,3.9,77,33,2015,red,Sangiovese
7717,France,Pays d'Oc,Vignerons Catalans,3.6,77,5,2013,red,Grenache
7718,France,Saint-Émilion Grand Cru,Château Grand Mayne,4.3,77,53,2016,red,blend
7719,Germany,Pfalz,Knipser,4.2,77,44,2014,red,blend
7720,Spain,Penedès,Jean Leon,3.7,77,26,2014,red,Merlot
7721,Australia,Riverina,Richland,3.3,77,10,2017,red,Shiraz
7722,France,Lussac-Saint-Émilion,Vergniol,3.3,77,10,2014,red,blend
7723,Spain,Binissalem-Mallorca,Tianna Negre,3.4,77,9,2017,red,blend
7724,Italy,Bolgheri Superiore,Donna Olimpia,4.3,77,47,2016,red,blend
7725,Germany,Rheingau,August Kesseler,3.9,77,10,2017,red,Pinot Noir
7726,France,Châteauneuf-du-Pape,Domaine de la Janasse,4.0,77,39,2017,red,blend
7727,Spain,Navarra,Castillo de Enériz,3.5,77,7,2016,red,Graciano
7728,Other Countries,Other Region,Other Winery,3.8,77,36,2016,red,blend
7729,France,Châteauneuf-du-Pape,Tardieu-Laurent,4.1,77,63,2004,red,blend
7730,France,Volnay Premier Cru,Domaine des Comtes Lafon,4.1,77,119,2012,red,blend
7731,South Africa,Stellenbosch,Stark-Condé,4.2,77,39,2016,red,Syrah
7732,Spain,Bierzo,Losada,4.3,77,45,2015,red,blend
7733,Chile,Lontue Valley,Odfjell,3.9,77,16,2018,red,Malbec
7734,Spain,Castilla,Bodegas Fontana,3.7,77,11,2013,red,Graciano
7735,Italy,Terre Siciliane,Feudi Branciforti dei Bordonaro,3.8,77,7,2016,red,Syrah
7736,Spain,Ribera del Duero,Tinto Pesquera,4.2,770,18,2017,red,blend
7737,France,Puisseguin-Saint-Émilion,Château des Laurets,3.9,770,24,2015,red,blend
7738,South Africa,Tulbagh,Saronsberg,3.9,770,14,2017,red,Shiraz
7739,Italy,Sicilia,Stemmari,3.7,771,5,2017,red,Nero d'Avola
7740,United States,Livermore Valley,Wente,4.0,771,14,2014,red,Zinfandel
7741,Portugal,Alentejo,Esporão,4.2,773,82,2009,red,blend
7742,France,Saint-Julien,Château Branaire-Ducru,3.9,773,41,2011,red,blend
7743,South Africa,Stellenbosch,Meerlust,4.1,773,20,2015,red,Merlot
7744,United States,Oakville,Continuum,4.6,775,463,2014,red,blend
7745,Italy,Chianti Classico,Rocca di Castagnoli,3.6,775,15,2017,red,blend
7746,Spain,Valencia,Torre Oria,3.9,775,8,2015,red,blend
7747,France,Côtes de Bourg,Château du Bousquet,3.8,778,14,2014,red,blend
7748,France,Médoc,Château Patache d'Aux,3.7,778,20,2012,red,blend
7749,France,Castillon - Côtes de Bordeaux,Château Hyot,3.7,778,9,2016,red,blend
7750,Australia,Victoria,19 Crimes,3.9,7785,9,2018,red,blend
7751,Argentina,Cafayate Valley,Colomé,4.0,779,29,2016,red,Malbec
7752,Chile,Central Valley,Miguel Torres,3.7,779,9,2018,red,Cabernet Sauvignon
7753,Italy,Primitivo di Manduria,Torrevento,4.0,779,18,2013,red,Primitivo
7754,South Africa,Robertson,Goedverwacht,3.6,78,9,2016,red,blend
7755,Italy,Colli della Toscana Centrale,Gagliole,3.9,78,19,2016,red,blend
7756,France,Saint-Estèphe,Château Tour des Termes,3.8,78,30,2016,red,blend
7757,Spain,Bajo Aragón,Venta d'Aubert,3.6,78,11,2014,red,blend
7758,Italy,Barolo,Vietti,4.3,78,169,2015,red,blend
7759,Spain,Rioja,Muga,4.4,78,76,2016,red,blend
7760,Spain,Castilla,Osborne,3.6,78,6,2019,red,Tempranillo
7761,Other Countries,Other Region,Other Winery,4.0,78,17,2012,red,blend
7762,Italy,Südtirol - Alto Adige,Cantina Bolzano / Kellerei Bozen,4.2,78,44,2017,red,Lagrein
7763,Italy,Vigneti delle Dolomiti,Madonna delle Vittorie,3.8,78,14,2016,red,Teroldego
7764,Italy,Dolcetto d'Alba,Ascheri,3.5,78,14,2018,red,Dolcetto
7765,Italy,Valdadige Terradeiforti,Albino Armani,3.9,78,11,2015,red,Casetta
7766,Italy,Etna,Firriato,4.0,78,27,2014,red,blend
7767,Italy,Barolo,Paolo Manzone,4.2,78,50,2015,red,blend
7768,Other Countries,Other Region,Other Winery,3.9,78,15,2017,red,Syrah
7769,France,Méditerranée,Château de Roquefort,3.9,78,19,2012,red,blend
7770,Italy,Chianti Classico,Tenuta Perano,3.8,78,29,2015,red,blend
7771,Other Countries,Other Region,Other Winery,3.5,78,12,2011,red,blend
7772,France,Pessac-Léognan,Château Haut-Brion,4.6,78,677,2016,red,blend
7773,Italy,Veneto,Zenato,4.2,78,27,2013,red,Corvina
7774,Austria,Mittelburgenland,Gesellmann,4.3,78,40,2015,red,Blaufränkisch
7775,Italy,Trentino,Mezzacorona,4.0,78,8,2018,red,Lagrein
7776,Australia,Langhorne Creek,Heartland,3.8,78,11,2015,red,Shiraz
7777,Italy,Garda,Selva Capuzza,4.1,78,17,2013,red,blend
7778,Spain,Binissalem-Mallorca,Biniagual,3.9,78,37,2014,red,blend
7779,South Africa,Western Cape,Lourensford,3.7,78,14,2018,red,Pinot Noir
7780,Italy,Veneto,Colli Vicentini,3.9,78,16,2015,red,blend
7781,New Zealand,Marlborough,Curious Kiwi,3.4,78,15,2017,red,Pinot Noir
7782,Spain,Rioja,Franco-Espanolas,3.6,78,11,2014,red,blend
7783,France,Moulin-à-Vent,Louis Jadot,4.0,78,32,2015,red,blend
7784,France,Alsace,Bestheim,3.2,78,10,2017,red,Pinot Noir
7785,Australia,McLaren Vale,Mitolo,4.2,78,39,2015,red,Shiraz
7786,France,Saint-Émilion Grand Cru,Château La Gaffelière,4.2,78,62,2017,red,blend
7787,France,Lussac-Saint-Émilion,Château du Courlat,3.6,78,16,2008,red,blend
7788,Portugal,Dão,Vinha Maria,4.0,781,7,2017,red,blend
7789,Italy,Torgiano,Lungarotti,3.5,781,10,2017,red,blend
7790,Italy,Salento,Schola Sarmenti,4.0,783,10,2017,red,Primitivo
7791,France,Saint-Julien,Château Léoville Las Cases,4.2,784,68,2010,red,blend
7792,South Africa,Stellenbosch,De Toren,4.4,785,35,2016,red,blend
7793,Italy,Südtirol - Alto Adige,St. Michael-Eppan,3.8,786,14,2018,red,Pinot Noir
7794,Italy,Terre Siciliane,Donnafugata,3.8,786,9,2018,red,Nero d'Avola
7795,Italy,Barolo,Gaja,4.3,786,101,2015,red,blend
7796,Australia,McLaren Vale,d'Arenberg,4.1,788,44,2014,red,Shiraz
